player_name,country,player_id,club_team,age,general_position,specific_position,market_value,international_caps,international_goals,goals_per_90,assists_per_90,interceptions,tackles_won,crosses,wc_group,role,versatility
Abdulaziz Hatem,Qatar,113915.0,Al-Rayyan,36.4,MID,Central Midfield,50000.0,117,11,0.0,0.0,0.0,1.0,0.0,B,Pressing CM,0.445
Ahmed Alaaeldin,Qatar,187987.0,Al-Rayyan,33.4,ATT,Centre-Forward,50000.0,68,9,0.0,0.0,1.8,1.4,9.0,B,Target Forward,0.469
Edmilson Junior,Qatar,237846.0,Al-Duhail,31.8,ATT,Left Winger,3000000.0,16,0,0.27,0.3,9.26,17.95,11.15,B,Traditional Winger,0.756
Mohammed Muntari,Qatar,266935.0,Al-Gharafa,32.5,ATT,Centre-Forward,50000.0,67,16,0.0,0.0,4.0,3.4,10.4,B,Target Forward,0.443
Hassan Al-Haydos,Qatar,86286.0,Al-Sadd,35.5,ATT,Attacking Midfield,50000.0,186,41,0.0,0.0,0.0,1.0,0.0,B,Attacking Midfielder,0.348
Akram Afif,Qatar,336646.0,Al-Sadd,29.6,ATT,Left Winger,4500000.0,125,39,0.08,0.12,13.0,21.47,42.84,B,Traditional Winger,0.456
Karim Boudiaf,Qatar,222385.0,Al-Duhail,35.7,MID,Defensive Midfield,50000.0,118,5,0.0,0.0,0.0,1.0,0.0,B,Box-to-Box DM,0.377
Ayoub Al-Oui,Qatar,1054631.0,Al-Gharafa,21.3,DEF,Right-Back,50000.0,6,0,0.05,0.05,18.4,18.6,15.6,B,Full-Back,0.77
Homam Ahmed,Qatar,,Cultural Leonesa,26.8,DEF,,,68,3,,,,,,B,,0.5
Yusuf Abdurisag,Qatar,589099.0,Al-Wakrah,26.8,ATT,Left Winger,50000.0,39,3,0.01,0.04,14.0,13.0,14.0,B,Wide Playmaker,0.666
Boualem Khoukhi,Qatar,222669.0,Al-Sadd,35.9,DEF,Centre-Back,50000.0,116,20,0.0,0.0,0.0,1.0,0.0,B,Traditional CB,0.355
Ahmed Al-Ganehi,Qatar,670659.0,Al-Gharafa,25.7,MID,Right Winger,50000.0,13,1,0.14,0.09,11.6,15.2,42.4,B,Traditional Winger,0.636
Sultan Al-Brake,Qatar,336665.0,Al-Duhail,30.2,DEF,Left-Back,50000.0,17,0,0.0,0.0,0.0,1.6,0.0,B,Full-Back,0.366
Almoez Ali,Qatar,345095.0,Al-Duhail,29.8,ATT,Centre-Forward,50000.0,115,55,0.0,0.0,0.0,0.8,0.0,B,Target Forward,0.491
Ahmed Fathy,Qatar,251183.0,Al-Arabi,33.4,MID,Defensive Midfield,50000.0,48,0,0.0,0.03,4.6,5.2,3.2,B,Box-to-Box DM,0.377
Salah Zakaria,Qatar,632912.0,Al-Duhail,27.1,GK,Goalkeeper,50000.0,8,0,0.0,0.0,0.0,0.0,0.0,B,Goalkeeper,0.0
Meshaal Barsham,Qatar,560423.0,Al-Sadd,28.3,GK,Goalkeeper,50000.0,52,0,0.0,0.0,0.0,0.0,0.0,B,Goalkeeper,0.0
Assim Madibo,Qatar,336667.0,Al-Wakrah,29.6,MID,Defensive Midfield,300000.0,51,0,0.0,0.0,0.0,2.0,0.0,B,Box-to-Box DM,0.378
Tahsin Jamshid,Qatar,1143849.0,Al-Duhail,20.0,ATT,Left Winger,50000.0,3,0,0.08,0.0,4.0,4.0,1.2,B,Wide Playmaker,0.421
Al-Hashmi Al-Hussain,Qatar,943150.0,Al-Arabi,22.8,DEF,Centre-Back,50000.0,8,0,0.01,0.02,7.4,10.6,15.0,B,Traditional CB,0.459
Mohamed Manai,Qatar,1062461.0,Al-Shamal,23.6,ATT,Left Winger,50000.0,10,0,0.0,0.0,4.8,6.0,1.0,B,Wide Playmaker,0.445
Gregor Kobel,Switzerland,257814.0,Borussia Dortmund,28.5,GK,Goalkeeper,40000000.0,21,0,0.0,0.0,0.0,0.0,0.0,B,Goalkeeper,0.0
Miro Muheim,Switzerland,298603.0,Hamburger SV,28.2,DEF,Left-Back,50000.0,10,0,0.0,0.15,27.0,35.0,147.0,B,Attacking Wing-Back,0.297
Silvan Widmer,Switzerland,168989.0,Mainz 05,33.3,DEF,Right-Back,800000.0,60,5,0.11,0.0,16.0,26.0,33.0,B,Holding Full-Back,0.768
Nico Elvedi,Switzerland,192635.0,Borussia Mönchengladbach,29.7,DEF,Centre-Back,8000000.0,67,3,0.0,0.0,35.0,30.0,1.0,B,Stopper CB,0.375
Manuel Akanji,Switzerland,284730.0,Inter Milan,30.9,DEF,Centre-Back,22000000.0,81,4,0.07,0.0,37.0,24.0,3.0,B,Stopper CB,0.394
Denis Zakaria,Switzerland,334526.0,Monaco,29.6,MID,Defensive Midfield,25000000.0,65,3,0.1,0.05,37.0,22.0,10.0,B,Deep-Lying Playmaker,0.436
Breel Embolo,Switzerland,237662.0,Rennes,29.3,ATT,Centre-Forward,12000000.0,86,24,0.42,0.16,4.0,13.0,7.0,B,Poacher,0.655
Remo Freuler,Switzerland,148252.0,Bologna,34.2,MID,Central Midfield,4000000.0,88,11,0.05,0.1,14.0,30.0,17.0,B,Box-to-Box,0.567
Johan Manzambi,Switzerland,927353.0,SC Freiburg,20.7,MID,Central Midfield,30000000.0,12,3,0.24,0.1,26.0,12.0,30.0,B,Box-to-Box,0.651
Granit Xhaka,Switzerland,111455.0,Sunderland,33.7,MID,Defensive Midfield,10000000.0,146,17,0.03,0.21,27.0,29.0,87.0,B,Deep-Lying Playmaker,0.604
Dan Ndoye,Switzerland,365108.0,Nottingham Forest,25.6,ATT,Right Winger,40000000.0,31,8,0.08,0.08,10.0,11.0,41.0,B,Wide Playmaker,0.777
Yvon Mvogo,Switzerland,147051.0,Lorient,32.0,GK,Goalkeeper,3000000.0,13,0,0.0,0.0,1.0,1.0,0.0,B,Goalkeeper,0.0
Ricardo Rodriguez,Switzerland,86784.0,Real Betis,33.8,DEF,Left-Back,3500000.0,138,9,0.0,0.07,8.0,6.0,14.0,B,Full-Back,0.365
Ardon Jashari,Switzerland,608172.0,Milan,23.9,MID,Defensive Midfield,32000000.0,8,0,0.0,0.18,5.0,8.0,8.0,B,Box-to-Box DM,0.489
Djibril Sow,Switzerland,212723.0,Sevilla,29.3,MID,Central Midfield,9000000.0,52,0,0.24,0.1,19.0,21.0,22.0,B,Box-to-Box,0.648
Christian Fassnacht,Switzerland,250490.0,Young Boys,32.6,ATT,Attacking Midfield,50000.0,23,5,0.0,0.0,1.2,0.0,0.0,B,Data-Limited,0.5
Rubén Vargas,Switzerland,345886.0,Sevilla,27.8,ATT,Left Winger,9000000.0,61,11,0.21,0.35,7.0,12.0,70.0,B,Inside Forward,0.467
Eray Cömert,Switzerland,298583.0,Valencia,28.3,DEF,Centre-Back,2000000.0,22,0,0.17,0.0,19.0,13.0,1.0,B,Traditional CB,0.688
Noah Okafor,Switzerland,346890.0,Leeds United,26.0,ATT,Left Winger,18000000.0,25,2,0.46,0.06,12.0,15.0,36.0,B,Traditional Winger,0.702
Michel Aebischer,Switzerland,237658.0,Pisa,29.4,MID,Central Midfield,4500000.0,40,2,0.03,0.03,33.0,36.0,41.0,B,Box-to-Box,0.427
Marvin Keller,Switzerland,500763.0,Young Boys,23.9,GK,Goalkeeper,50000.0,1,0,0.0,0.0,0.0,0.0,0.0,B,Goalkeeper,0.0
Fabian Rieder,Switzerland,507341.0,FC Augsburg,24.3,MID,Attacking Midfield,8000000.0,28,1,0.25,0.12,12.0,18.0,98.0,B,Advanced Playmaker,0.724
Zeki Amdouni,Switzerland,548729.0,Burnley,25.5,ATT,Centre-Forward,9000000.0,29,11,0.0,0.0,0.0,0.0,0.0,B,Data-Limited,0.5
Aurèle Amenda,Switzerland,635645.0,Eintracht Frankfurt,22.9,DEF,Centre-Back,6000000.0,7,0,0.0,0.0,27.0,10.0,4.0,B,Traditional CB,0.868
Luca Jaquez,Switzerland,539798.0,VfB Stuttgart,23.0,DEF,Centre-Back,10000000.0,3,0,0.0,0.1,11.0,7.0,0.0,B,Traditional CB,0.458
Cedric Itten,Switzerland,243856.0,Fortuna Düsseldorf,29.5,ATT,Centre-Forward,4500000.0,15,5,0.08,0.18,20.12,28.63,152.12,B,False Nine,0.35
Alisson,Brazil,105470.0,Liverpool,33.7,GK,Goalkeeper,17000000.0,78,0,0.0,0.0,0.0,0.0,0.0,C,Goalkeeper,0.0
Éderson Silva,Brazil,607854.0,Atalanta,26.9,MID,Central Midfield,40000000.0,3,0,0.04,0.0,24.0,31.0,12.0,C,Box-to-Box,0.512
Gabriel Magalhães,Brazil,435338.0,Arsenal,28.5,DEF,Centre-Back,75000000.0,17,1,0.51,0.0,2.0,0.0,0.0,C,Traditional CB,0.356
Marquinhos,Brazil,181767.0,Paris Saint-Germain,32.1,DEF,Centre-Back,30000000.0,105,7,0.0,0.0,6.0,9.0,2.0,C,Traditional CB,0.391
Casemiro,Brazil,16306.0,Manchester United,34.3,MID,Defensive Midfield,8000000.0,86,9,0.34,0.07,26.0,43.0,19.0,C,Deep-Lying Playmaker,0.467
Alex Sandro,Brazil,79960.0,Flamengo,35.4,DEF,Left-Back,2000000.0,45,2,0.21,0.22,6.51,11.71,56.84,C,Full-Back,0.781
Vinícius Júnior,Brazil,371998.0,Real Madrid,25.9,ATT,Left Winger,180000000.0,49,9,0.47,0.18,2.0,15.0,56.0,C,Inside Forward,0.71
Bruno Guimarães,Brazil,520624.0,Newcastle United,28.6,MID,Central Midfield,75000000.0,43,3,0.37,0.2,14.0,38.0,71.0,C,Midfield Playmaker,0.636
Matheus Cunha,Brazil,517894.0,Manchester United,27.0,ATT,Left Winger,45000000.0,23,1,0.32,0.08,18.0,19.0,45.0,C,Traditional Winger,0.505
Neymar,Brazil,68290.0,Santos,34.3,ATT,Attacking Midfield,50000000.0,128,79,0.21,0.2,10.11,15.53,35.37,C,Attacking Midfielder,0.556
Raphinha,Brazil,411295.0,Barcelona,29.5,ATT,Left Winger,50000000.0,39,11,0.77,0.21,5.0,5.0,67.0,C,Inside Forward,0.484
Weverton,Brazil,69400.0,Grêmio,38.5,GK,Goalkeeper,50000.0,11,0,0.0,0.0,0.0,0.0,0.0,C,Goalkeeper,0.0
Danilo Luiz,Brazil,145707.0,Flamengo,34.9,DEF,Centre-Back,2500000.0,70,1,0.39,0.39,1.0,2.0,2.0,C,,0.5
Bremer,Brazil,516716.0,Juventus,29.2,DEF,Centre-Back,35000000.0,8,1,0.19,0.14,24.0,11.0,1.0,C,Traditional CB,0.83
Léo Pereira,Brazil,288431.0,Flamengo,30.4,DEF,Centre-Back,50000.0,4,0,0.07,0.04,7.8,9.8,19.4,C,,0.5
Douglas Santos,Brazil,220793.0,Zenit Saint Petersburg,32.2,DEF,Left-Back,8000000.0,7,0,0.09,0.09,15.63,11.15,11.72,C,Full-Back,0.491
Fabinho,Brazil,225693.0,Al-Ittihad,32.6,MID,Defensive Midfield,38000000.0,33,0,0.02,0.15,17.58,25.79,53.53,C,Deep-Lying Playmaker,0.954
Danilo Santos,Brazil,808509.0,Botafogo,25.1,MID,Central Midfield,22000000.0,4,2,0.39,0.39,1.0,2.0,2.0,C,Pressing CM,0.635
Endrick,Brazil,971570.0,Lyon,19.9,ATT,Centre-Forward,50000.0,17,4,0.0,0.0,0.0,0.0,0.0,C,Data-Limited,0.5
Lucas Paquetá,Brazil,444523.0,Flamengo,28.8,MID,Attacking Midfield,35000000.0,63,13,0.24,0.06,7.0,22.0,36.0,C,Attacking Midfielder,0.443
Luiz Henrique,Brazil,800175.0,Zenit Saint Petersburg,25.4,ATT,Right Winger,24000000.0,15,2,0.06,0.12,7.0,15.0,39.0,C,Traditional Winger,0.763
Gabriel Martinelli,Brazil,655488.0,Arsenal,25.0,ATT,Left Winger,45000000.0,23,4,0.09,0.27,1.0,8.0,31.0,C,Wide Playmaker,0.669
Ederson Moraes,Brazil,238223.0,Fenerbahçe,32.8,GK,Goalkeeper,15000000.0,32,0,0.04,0.0,24.0,31.0,12.0,C,Goalkeeper,0.0
Roger Ibañez,Brazil,524481.0,Al-Ahli,27.5,DEF,Centre-Back,28000000.0,7,0,0.2,0.13,12.23,15.99,50.18,C,Ball-Playing CB,0.288
Igor Thiago,Brazil,739443.0,Brentford,25.0,ATT,Centre-Forward,25000000.0,4,2,0.66,0.03,11.0,19.0,15.0,C,Poacher,0.868
Rayan,Brazil,1012564.0,Bournemouth,19.9,ATT,Right Winger,50000.0,2,1,0.34,0.23,4.0,4.0,21.0,C,Wide Playmaker,0.758
Johny Placide,Haiti,,Bastia,38.4,GK,,,82,0,,,,,,C,,0.5
Carlens Arcus,Haiti,371686.0,Angers,30.0,DEF,Right-Back,700000.0,56,1,0.0,0.13,29.0,28.0,38.0,C,Holding Full-Back,0.411
Keeto Thermoncy,Haiti,,Young Boys,20.2,DEF,,,1,0,,,,,,C,,0.5
Ricardo Adé,Haiti,519748.0,LDU Quito,36.1,DEF,Left-Back,350000.0,59,2,0.09,0.04,15.84,13.21,18.63,C,Full-Back,0.53
Hannes Delcroix,Haiti,338635.0,Lugano,27.3,DEF,Centre-Back,4000000.0,7,0,0.36,0.0,7.0,18.0,128.0,C,Ball-Playing CB,0.367
Carl Sainté,Haiti,,El Paso Locomotive FC,23.8,MID,,,26,0,,,,,,C,,0.5
Derrick Etienne Jr.,Haiti,354763.0,Toronto FC,29.5,ATT,Left Winger,50000.0,51,8,0.0,0.18,4.0,6.0,20.0,C,Wide Playmaker,0.494
Martin Expérience,Haiti,565818.0,Nancy,27.3,DEF,Centre-Back,50000.0,21,0,0.01,0.01,12.0,12.6,8.6,C,Traditional CB,0.507
Duckens Nazon,Haiti,345763.0,Esteghlal,32.2,ATT,Centre-Forward,1600000.0,82,44,0.0,0.0,4.81,5.58,7.12,C,Target Forward,0.434
Jean-Ricner Bellegarde,Haiti,450050.0,Wolverhampton Wanderers,28.0,MID,Central Midfield,15000000.0,10,0,0.07,0.07,9.0,15.0,24.0,C,Pressing CM,0.61
Louicius Deedson,Haiti,646108.0,FC Dallas,25.3,ATT,Right Winger,1200000.0,32,10,0.0,0.0,0.0,0.0,0.0,C,Data-Limited,0.5
Alexandre Pierre,Haiti,,Sochaux,25.3,GK,,,16,0,,,,,,C,,0.5
Duke Lacroix,Haiti,535959.0,Colorado Springs Switchbacks FC,32.7,DEF,Left Winger,2500000.0,16,3,0.0,0.13,3.0,5.0,31.0,C,Wide Playmaker,0.485
Garven Metusala,Haiti,,Colorado Springs Switchbacks FC,26.4,DEF,,,16,0,,,,,,C,,0.5
Ruben Providence,Haiti,536520.0,Almere City,24.9,ATT,Left Winger,300000.0,15,3,0.0,0.17,9.0,6.0,24.0,C,Wide Playmaker,0.498
Lenny Joseph,Haiti,,Ferencváros,25.7,ATT,,,2,1,,,,,,C,,0.5
Danley Jean Jacques,Haiti,628834.0,Philadelphia Union,26.1,MID,Defensive Midfield,2000000.0,31,6,0.11,0.11,42.0,28.0,11.0,C,Deep-Lying Playmaker,0.402
Wilson Isidor,Haiti,494237.0,Sunderland,25.8,ATT,Centre-Forward,18000000.0,4,2,0.4,0.0,1.0,6.0,0.0,C,Target Forward,0.744
Yassin Fortuné,Haiti,,Vizela,27.4,ATT,,,4,0,,,,,,C,,0.5
Frantzdy Pierrot,Haiti,492955.0,Çaykur Rizespor,31.2,ATT,Centre-Forward,3000000.0,51,34,0.0,0.0,0.0,0.0,0.0,C,Data-Limited,0.5
Josué Casimir,Haiti,763182.0,Auxerre,24.7,ATT,Right Winger,3500000.0,7,0,0.06,0.0,10.0,17.0,54.0,C,Traditional Winger,0.612
Jean-Kévin Duverne,Haiti,344864.0,Gent,28.9,DEF,Centre-Back,3500000.0,17,1,0.1,0.1,9.0,8.0,40.0,C,Ball-Playing CB,0.378
Josué Duverger,Haiti,,Cosmos Koblenz,26.1,GK,,,7,0,,,,,,C,,0.5
Wilguens Paugain,Haiti,609691.0,Zulte Waregem,24.8,DEF,Right-Back,50000.0,8,0,0.0,0.01,13.6,12.0,23.8,C,Full-Back,0.486
Dominique Simon,Haiti,988188.0,Tatran Prešov,25.9,MID,Defensive Midfield,50000.0,2,0,0.17,0.19,5.4,5.6,15.6,C,Box-to-Box DM,0.609
Woodensky Pierre,Haiti,802646.0,Violette,21.4,MID,Central Midfield,50000.0,1,0,0.06,0.12,24.0,31.0,79.0,C,Midfield Playmaker,0.674
Yassine Bounou,Morocco,207834.0,Al-Hilal,35.2,GK,Goalkeeper,9000000.0,90,0,0.0,0.0,0.0,0.0,0.0,C,Goalkeeper,0.0
Achraf Hakimi,Morocco,398073.0,Paris Saint-Germain,27.6,DEF,Right-Back,80000000.0,96,11,0.13,0.13,11.0,13.0,43.0,C,Full-Back,0.672
Noussair Mazraoui,Morocco,340456.0,Manchester United,28.6,DEF,Right-Back,22000000.0,45,2,0.0,0.0,9.0,12.0,12.0,C,Full-Back,0.405
Sofyan Amrabat,Morocco,287579.0,Real Betis,29.8,MID,Defensive Midfield,22000000.0,75,0,0.0,0.0,10.0,11.0,6.0,C,Box-to-Box DM,0.44
Marwane Saâdane,Morocco,210009.0,Al-Fateh,34.4,DEF,Centre-Back,800000.0,8,0,0.05,0.19,12.29,11.39,8.77,C,Traditional CB,0.874
Ayyoub Bouaddi,Morocco,1097139.0,Lille,18.7,MID,Central Midfield,40000000.0,3,0,0.0,0.04,25.0,35.0,16.0,C,Box-to-Box,0.461
Chemsdine Talbi,Morocco,743384.0,Sunderland,21.1,MID,Right Winger,22000000.0,5,0,0.25,0.06,3.0,6.0,47.0,C,Wide Playmaker,0.678
Azzedine Ounahi,Morocco,593482.0,Girona,26.1,MID,Central Midfield,10000000.0,49,9,0.31,0.13,16.0,12.0,26.0,C,Pressing CM,0.913
Soufiane Rahimi,Morocco,598506.0,Al Ain,30.0,ATT,Left Winger,50000.0,37,12,0.12,0.04,4.0,10.0,40.0,C,Wide Playmaker,0.706
Brahim Díaz,Morocco,314678.0,Real Madrid,26.9,ATT,Right Winger,40000000.0,26,14,0.0,0.47,1.0,10.0,17.0,C,Wide Playmaker,0.911
Ismael Saibari,Morocco,702869.0,PSV Eindhoven,25.4,MID,Attacking Midfield,32000000.0,30,9,0.64,0.34,7.0,20.0,20.0,C,Advanced Playmaker,0.484
Munir Mohamedi,Morocco,,RS Berkane,37.1,GK,,,52,0,,,,,,C,,0.5
Zakaria El Ouahdi,Morocco,820474.0,Genk,24.4,DEF,Right-Back,4500000.0,3,0,0.09,0.04,12.79,10.34,19.13,C,Full-Back,0.422
Issa Diop,Morocco,272622.0,Fulham,29.4,DEF,Centre-Back,10000000.0,4,0,0.0,0.0,4.0,2.0,1.0,C,Traditional CB,0.358
Samir El Mourabet,Morocco,1130514.0,Strasbourg,20.7,MID,Central Midfield,8000000.0,4,0,0.05,0.09,26.0,33.0,18.0,C,Box-to-Box,0.418
Gessime Yassine,Morocco,1151929.0,Strasbourg,20.6,MID,Right Winger,50000.0,4,0,0.0,0.22,1.0,8.0,13.0,C,Wide Playmaker,0.548
Amine Sbaï,Morocco,851220.0,Angers,25.6,ATT,Left Winger,50000.0,2,0,0.11,0.05,4.0,10.0,56.0,C,Wide Playmaker,0.894
Chadi Riad,Morocco,689637.0,Crystal Palace,23.0,DEF,Centre-Back,12000000.0,6,1,0.0,0.29,1.0,3.0,6.0,C,Traditional CB,0.722
Youssef Belammari,Morocco,518804.0,Al Ahly,27.7,DEF,Left-Back,50000.0,18,0,0.04,0.0,2.0,2.0,4.4,C,Full-Back,0.366
Ayoub El Kaabi,Morocco,521127.0,Olympiacos,33.0,ATT,Centre-Forward,5000000.0,71,35,0.06,0.24,11.18,14.94,12.33,C,False Nine,0.851
Ayoube Amaimouni,Morocco,799993.0,Eintracht Frankfurt,21.5,ATT,Right Winger,50000.0,2,0,0.31,0.47,2.0,5.0,29.0,C,Inside Forward,0.559
Ahmed Reda Tagnaouti,Morocco,,AS FAR,30.2,GK,,,3,0,,,,,,C,,0.5
Bilal El Khannouss,Morocco,654982.0,VfB Stuttgart,22.1,MID,Attacking Midfield,30000000.0,37,3,0.22,0.28,10.0,21.0,65.0,C,Advanced Playmaker,0.637
Neil El Aynaoui,Morocco,901019.0,Roma,24.9,MID,Central Midfield,8000000.0,16,2,0.11,0.22,18.0,8.0,13.0,C,Box-to-Box,0.947
Redouane Halhal,Morocco,913660.0,Mechelen,23.3,DEF,Centre-Back,100000.0,3,0,0.0,0.0,0.0,2.0,0.0,C,Traditional CB,0.357
Anass Salah-Eddine,Morocco,485584.0,PSV Eindhoven,24.4,DEF,Left-Back,12000000.0,9,0,0.0,0.0,11.0,22.0,15.0,C,Full-Back,0.597
Angus Gunn,Scotland,201574.0,Nottingham Forest,30.4,GK,Goalkeeper,2500000.0,22,0,0.0,0.0,0.0,0.0,0.0,C,Goalkeeper,0.0
Aaron Hickey,Scotland,591949.0,Brentford,24.0,DEF,Right-Back,28000000.0,21,0,0.0,0.0,7.0,7.0,4.0,C,Full-Back,0.376
Andy Robertson,Scotland,234803.0,Liverpool,32.3,DEF,Left-Back,30000000.0,94,4,0.09,0.0,6.0,10.0,46.0,C,Full-Back,0.508
Scott McTominay,Scotland,315969.0,Napoli,29.5,MID,Central Midfield,45000000.0,70,15,0.32,0.11,21.0,13.0,9.0,C,Box-to-Box,0.908
Grant Hanley,Scotland,121385.0,Hibernian,34.6,DEF,Centre-Back,1500000.0,68,2,0.0,0.0,6.0,2.0,10.0,C,Traditional CB,0.369
Kieran Tierney,Scotland,300716.0,Celtic,29.0,DEF,Left-Back,8000000.0,56,2,0.1,0.09,9.03,12.17,21.47,C,Full-Back,0.405
John McGinn,Scotland,193116.0,Aston Villa,31.6,MID,Central Midfield,15000000.0,86,20,0.18,0.14,12.0,16.0,73.0,C,Midfield Playmaker,0.793
Tyler Fletcher,Scotland,364261.0,Manchester United,19.2,MID,Central Midfield,1800000.0,2,0,0.05,0.06,27.33,20.33,48.67,C,Box-to-Box,0.489
Lyndon Dykes,Scotland,347138.0,Charlton Athletic,30.7,ATT,Centre-Forward,2500000.0,51,10,0.07,0.07,29.37,28.29,2.5,C,False Nine,0.327
Ché Adams,Scotland,346779.0,Torino,29.9,ATT,Centre-Forward,18000000.0,47,13,0.25,0.1,1.0,9.0,13.0,C,Target Forward,0.754
Ryan Christie,Scotland,188077.0,Bournemouth,31.3,MID,Central Midfield,9000000.0,68,10,0.19,0.0,11.0,17.0,16.0,C,Pressing CM,0.67
Liam Kelly,Scotland,208772.0,Rangers,30.4,GK,Goalkeeper,800000.0,3,0,0.0,0.0,0.0,0.0,0.0,C,Goalkeeper,0.0
Jack Hendry,Scotland,363223.0,Al-Ettifaq,31.1,DEF,Centre-Back,3000000.0,38,3,0.08,0.08,12.5,14.87,7.62,C,Traditional CB,0.63
Ross Stewart,Scotland,447995.0,Southampton,29.9,ATT,Centre-Forward,2800000.0,3,0,0.05,0.05,23.73,17.62,2.61,C,False Nine,0.366
John Souttar,Scotland,235767.0,Rangers,29.7,DEF,Centre-Back,3500000.0,24,2,0.0,0.0,0.0,0.0,0.0,C,Data-Limited,0.5
Dominic Hyam,Scotland,927107.0,Wrexham,30.5,DEF,Centre-Back,50000.0,4,0,0.19,0.11,20.0,35.0,33.0,C,Ball-Playing CB,0.711
Ben Gannon-Doak,Scotland,719673.0,Bournemouth,20.6,ATT,Right Winger,10000000.0,14,1,0.0,1.22,1.0,1.0,2.0,C,Inside Forward,0.642
George Hirst,Scotland,420808.0,Ipswich Town,27.3,ATT,Centre-Forward,8000000.0,10,1,0.37,0.23,1.92,3.83,10.36,C,Poacher,0.653
Lewis Ferguson,Scotland,428563.0,Bologna,26.8,MID,Central Midfield,20000000.0,24,1,0.07,0.0,10.0,13.0,24.0,C,Pressing CM,0.61
Lawrence Shankland,Scotland,225744.0,Heart of Midlothian,30.8,ATT,Centre-Forward,2500000.0,20,7,0.07,0.07,29.37,28.29,2.5,C,False Nine,0.327
Craig Gordon,Scotland,12589.0,Heart of Midlothian,43.4,GK,Goalkeeper,50000.0,84,0,0.0,0.0,0.0,0.0,0.0,C,Goalkeeper,0.0
Nathan Patterson,Scotland,424015.0,Everton,24.7,DEF,Right-Back,10000000.0,26,1,0.0,0.0,2.0,4.0,6.0,C,Full-Back,0.368
Kenny McLean,Scotland,126600.0,Norwich City,34.4,MID,Central Midfield,1200000.0,58,3,0.08,0.04,16.65,16.13,32.3,C,Box-to-Box,0.801
Anthony Ralston,Scotland,388171.0,Celtic,27.6,DEF,Right-Back,1500000.0,27,1,0.1,0.0,10.0,10.0,0.0,C,Full-Back,0.401
Findlay Curtis,Scotland,1082993.0,Kilmarnock,20.0,ATT,Left Winger,750000.0,3,1,0.05,0.09,19.87,24.94,34.62,C,Traditional Winger,0.468
Scott McKenna,Scotland,255906.0,Dinamo Zagreb,29.6,DEF,Centre-Back,9000000.0,50,1,0.35,0.15,11.0,29.0,97.0,C,Ball-Playing CB,0.327
Mathew Ryan,Australia,128969.0,Levante,34.2,GK,Goalkeeper,2000000.0,104,0,0.0,0.0,1.0,1.0,0.0,D,Goalkeeper,0.0
Miloš Degenek,Australia,187353.0,APOEL,32.1,DEF,Centre-Back,50000.0,57,1,0.05,0.0,0.6,0.8,4.2,D,Traditional CB,0.353
Alessandro Circati,Australia,867137.0,Parma,22.7,DEF,Centre-Back,50000.0,13,1,0.04,0.0,23.0,19.0,2.0,D,Stopper CB,0.666
Jacob Italiano,Australia,545810.0,Grazer AK,24.9,DEF,Right-Back,50000.0,5,0,0.06,0.05,9.4,14.4,48.6,D,Full-Back,0.657
Jordan Bos,Australia,855731.0,Feyenoord,23.6,DEF,Left-Back,5000000.0,27,4,0.12,0.13,19.38,19.37,69.9,D,Holding Full-Back,0.509
Jason Geria,Australia,185175.0,Albirex Niigata,33.1,DEF,Right-Back,50000.0,14,0,0.01,0.04,10.2,9.6,11.0,D,Full-Back,0.379
Mathew Leckie,Australia,126214.0,Melbourne City,35.3,ATT,Left Winger,700000.0,80,14,0.0,0.0,6.55,5.46,7.79,D,Wide Playmaker,0.441
Connor Metcalfe,Australia,522223.0,FC St. Pauli,26.6,MID,Central Midfield,50000.0,36,1,0.0,0.24,4.0,7.0,12.0,D,Pressing CM,0.619
Mohamed Touré,Australia,742770.0,Norwich City,22.2,ATT,Centre-Forward,1700000.0,10,2,0.06,0.06,12.9,13.37,45.28,D,False Nine,0.868
Ajdin Hrustic,Australia,265625.0,Heracles Almelo,29.9,ATT,Central Midfield,600000.0,37,4,0.04,0.24,9.0,19.0,177.0,D,Midfield Playmaker,0.263
Awer Mabil,Australia,,Castellón,30.7,ATT,,,38,10,,,,,,D,,0.5
Paul Izzo,Australia,181921.0,Randers,31.4,GK,Goalkeeper,600000.0,4,0,0.0,0.0,0.0,0.0,0.0,D,Goalkeeper,0.0
Aiden O'Neill,Australia,385918.0,New York City FC,27.9,MID,Defensive Midfield,1500000.0,31,0,0.0,0.0,13.0,30.0,8.0,D,Box-to-Box DM,0.73
Cammy Devlin,Australia,399162.0,Heart of Midlothian,28.0,MID,Central Midfield,1200000.0,5,0,0.03,0.08,13.5,10.0,33.5,D,Pressing CM,0.799
Kai Trewin,Australia,691326.0,New York City FC,25.1,DEF,Defensive Midfield,50000.0,6,0,0.01,0.01,14.6,17.8,45.4,D,Box-to-Box DM,0.569
Aziz Behich,Australia,136834.0,Melbourne City,35.5,DEF,Left-Back,550000.0,84,3,0.03,0.0,18.89,22.71,13.91,D,Full-Back,0.916
Nestory Irankunda,Australia,956920.0,Watford,20.3,ATT,Right Winger,6000000.0,15,5,0.16,0.03,11.5,10.57,8.93,D,Wide Playmaker,0.568
Patrick Beach,Australia,983578.0,Melbourne City,22.8,GK,Goalkeeper,50000.0,2,0,0.0,0.0,3.0,0.0,0.0,D,Goalkeeper,0.0
